feedback_id,app,title,text,topic,rating,timestamp,city_label,area_label,driver_id,trip_id,is_demo_spike
FB-02404,Be Driver,,giao diện mới hơi bị ngu giao diện cũ nhìn đặt hộ đặt dùm là biết liền còn giờ nhiều khi quên ko nhấp vô là gọi lộn cho ng. đặt còn 2 điểm còn ngủ hơn chỉ gửi tin nhắn còn ko thông báo như giao diện cũ nhìn cái biết liền định vị thì sai tè le càng cập nhật càng tệ giao diện tệ,Other,2,2026-06-04 13:02:58,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0088,TRIP-20260608-02404,FALSE
FB-02405,Be Driver,,"tại sao số của người nhận phải có zalo thì mới gọi được? rất bất tiện thay vì có thể gọi thông thường hoặc tài xế dùng số đó tra zalo. nhưng tuyệt nhiên khách không đăng kí zalo thì báo không có liên kết mạng xã hội và cũng không thể hiện số gọi thường, hiện đại càng hại điện.",Driver Behavior,2,2026-03-05 6:47:40,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0042,TRIP-20260608-02405,FALSE
FB-02406,Be,,đặt nước chuyển khoản rồi cái out ra nó trừ tiền ngân hàng rồi mà ko giao nước. nói là lỗi khi thanh toán. gọi thì báo là đã hoàn tiền rồi hoàn về đâuuu. từ 19h mấy đợi tới 21h mấy chưa có nước còn bị mất 10k nạp tiền điện thoại để gọi tổng đài 8 cuộc mới có tổng đài viên. 🔥🔥,Payment,1,2026-03-05 21:32:43,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",DRV-HCM-0085,TRIP-20260608-02406,FALSE
FB-02407,Grab,,"Tài xế nhận cước, đến nơi rồi báo có chuyến khác ko đón. Làm người khác lở dở công chuyện mà grab ko cho đánh giá tài xế, cho với 1 chat box AI trả lời kiểu ""hoàn tiền rồi đặt chuyến khác đi"". Thật xất láo và thiếu tôn trọng khách hàng. Ko muốn thì ko nhận cuốc ngay từ đầu",Driver Behavior,1,2026-05-19 16:36:11,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0036,TRIP-20260608-02407,FALSE
FB-02408,Be,,hôm nay là lần thứ 2 mình đặt đồ ăn trên app quán hủy đơn có thông báo hoàn tiền nhưng đến giờ mk vẫn chưa nhận đc khoản hoàn đấy và mk có kiểm tra tuy nhiên ko có mục để kiểm tra xem số tiền mk đã thanh toán đó sẽ được hoàn trả về đâu nên mk rất lo nhờ cb kiểm tra giúp mk,Payment,1,2026-05-17 22:01:32,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0294,TRIP-20260608-02408,FALSE
FB-02409,Be Driver,,Pro+ hoạt động dc 7 tiếg rồi có hơn 200 chưa trừ xăng cộ? tài thì đông còn cứ nhận tài mới đăg ký.trong khi nhận dc hồ sơ tài mới để bán đồ giá cao thì đừng giam áp chế tài những ae tài xế.ngồi mòn đít thì thằng khác từ xa tới đón khách?chạy rong hơn 15km ko nổ nổi 1 đơn,Driver Behavior,1,2026-05-20 13:34:22,Hà Nội,"Long Biên, Hà Nội",DRV-HN-0202,TRIP-20260608-02409,FALSE
FB-02410,GreenSM Driver,,"ap giam đơn trong khi mình không hủy cuốc nào, khách hàng yêu cầu mình hủy chuyến thì mình gọi tổng đài hoài không dc nên phải chụp lại số điện thoại khách hàng để mình hủy vẫn trừ tỉ lệ , cuốc thì cho đi đón rất xa , cảm nhận của mình thấy rất là tệ nên mình cho 1 sao",Delay,1,2026-04-23 9:27:20,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0215,TRIP-20260608-02410,FALSE
FB-02411,Grab,,"đặt xe giá tiết kiệm thì méo có ai nhận, phải chọn giá cao thì mới có xe nhận, đồ ăn thì ra luật lấy đồ ăn của khách dù đã trả tiền trước, tiền có phải lá mít đâu mà người ta trả tiền mà ko nhận, giá đồ ăn thì cao gần gấp đôi hơn trước, ko nên đặt đồ ăn trên này, đắt.",Payment,1,2026-04-10 22:33:15,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0122,TRIP-20260608-02411,FALSE
FB-02412,Be,,"app đặt xe như cailon, mình không biết sao bị bấm nhầm hay gì đấy nên chuyến đi bị giới hạn không được quá 40km/h, mình tìm cách hủy nhưng jhong6 được, gọi tổng đài 2 lần không có người, chat cũng là tự động, không có xử lí được vấn đề của mình, thật sự trải nghiệm tệ",App Issue,1,2026-03-14 18:08:41,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",DRV-HCM-0004,TRIP-20260608-02412,FALSE
FB-02413,Be,,"chỉ có phương thức thanh toán quét mã QR (thanh toán trước), không có tài xế nhận được là bị giữ lại tiền tận 5-10 ngày làm việc, mà mình mới bị không biết có hoàn lại không, gần tết rồi không biết sao nữa, mà lỡ không hoàn lại rồi không biết liên hệ ai giải quyết đây",Driver Behavior,1,2026-02-08 11:56:01,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0241,TRIP-20260608-02413,FALSE
FB-02414,Be,,"app thực sự rất tệ về phần hoàn tiền chứ kiểu chuyến đền thì dễ chuyển ra thì khó yêu cầu app ra thêm cái ""ví be"" để nếu có đơn nào cần hoàn trả thì có thể hoàn trả luôn được cho khách hàng yên tâm chứ cầm tiền hoàn trả đến hơn 3 ngày mà chưa hoàn trả được thì rất khó",Payment,1,2026-01-26 11:10:20,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0005,TRIP-20260608-02414,FALSE
FB-02415,Grab,,"tài xế grabcar ko đủ pin nhưng vẫn nhận chuyến đi xa , và bắt gia đình tôi phải chờ 1h đồng hồ giữa buổi trưa nắng để xạc pin. Vừa mất thời gian lại hại sức khoẻ. Trải nghiệm quá tệ. Tài xế còn thu thêm 150k phí cầu đường cho 100km di chuyển ko có trong phí ứng dụng.",Driver Behavior,1,2026-06-03 14:38:56,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0367,TRIP-20260608-02415,FALSE
FB-02416,Grab,,"hoàn trả hàng do mình xuống lấy trễ 3p, shipper đã liên hệ 3 lần và đợi 10p, đến lúc mình gọi quán thì quán bảo không nhận được đơn hoàn trả, mail grab thì tặng cho cái mail trả lời tự động, gà không thấy, hàng không hoàn, tiền hoàn cũng chả thấy đâu, hay lắm grab.",Payment,1,2026-04-27 19:26:15,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0020,TRIP-20260608-02416,FALSE
FB-02417,Grab,,"chạy grab thì bào sức bào xe phải chịu nắng mưa hít hói xe bụi đường hao mòn sức khỏe, vậy mà grab cứ giảm cước dùng sức khỏe của anh em để làm app đẹp hơn trong mắt khách hàng ghép nhiều đơn nhưng cũng trả như một đơn để lấy tiền từ mồ hôi và sức khỏe của tài xế",Driver Behavior,1,2026-04-09 20:35:27,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0130,TRIP-20260608-02417,FALSE
FB-02418,Be,,"đặt trước tối hôm trước, hôm sau tài xế gọi xác nhận và tới luôn. thì trên app bị mất cuốc. cả khách hàng và tài xế bị mất cuốc không thấy lịch sử giao dịch. gọi lên tổng đài thì chăm sóc khách hàng không giải quyết nói không thấy giao dịch rồi tự cúp máy. quá tệ",Driver Behavior,1,2026-02-19 9:17:47,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0303,TRIP-20260608-02418,FALSE
FB-02419,Be,,bt đặt xe rất ok mà hnay đặt xe lúc đặt có 71k sau 1 hồi ko thấy xế mk chọn lên thêm loại xe báo giá trên app 80k nhưng khi có xế nhận lại thành 156k ko thấy thông báo đổi giá cước của app còn xóa cả mã khuyến mại đã app dù khi chọn đổi cả 2 loại đều được app mã,App Issue,1,2026-02-09 6:43:44,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0177,TRIP-20260608-02419,FALSE
FB-02420,Be,,"mình đặt mua 2 ly nc, tiền thì trừ mà đơn thì không đi, mình gọi hotline thì kêu bị hủy đơn, sẽ hoàn tiền từ 7-15 ngày chả hiểu sao tự nhiên phải bị mất tiền từ 7-15 ngày như vậy trong khi mình chỉ muốn uống 2 ly nc cảm giác như bị lừa í chán chả muốn nói :((",Payment,1,2026-06-02 23:45:32,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0171,TRIP-20260608-02420,FALSE
FB-02421,Be Driver,,chế độ giao hàng yêu cầu tài xế đến đúng điểm định vị mới chụp ảnh kết thúc được chuyến..muốn đổi điểm giao hoặc mang hàng về theo yêu cầu của người gửi cũng không được. không hoàn thuế TNCN đúng hẹn. làm ăn mất chữ tín. đúng là người VN hút máu người VN..,Driver Behavior,1,2026-05-28 21:19:00,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0300,TRIP-20260608-02421,FALSE
FB-02422,Grab,,"App gì mà không cho đặt đồ ăn trả bằng tiền mặt. Tui ở xa đặt chongười nhà tui chứ không có ở cùng địa điểm. Tui cài thẻ Visa Vietcombank thì cứ báo cái gì IB trong khi tui đăng ký với ngân hàng rồi, cài hoài phương thức thanh toán mà không được. App ngáo.",Payment,1,2026-04-03 10:24:08,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0153,TRIP-20260608-02422,FALSE
FB-02423,Grab,,"nhân viên grab Trần Thanh Tuấn đi Vision 110 ngày 6/6/2026 17h hơn có giao đơn, không check đủ thông tin, Thái độ, tôi yêu cầu ném 2 ly đó đi thì ok, thiếu chuyên nghiệp, cắm đầu đi, rõ trong phần grab có chổ xác nhận địa chỉ để làm gì, mà shipper k xem?",Other,1,2026-06-06 18:07:27,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0033,TRIP-20260608-02423,FALSE
FB-02424,Grab,,Map của app bị đần à. Địa chỉ ở ngách 29 ngõ 68 thì app chỉ tài xế đến ngách 19? 2 ngách này có thông nhau đâu mà chỉ vào đấy? shipper thì trả treo với khách. gặp bao nhiêu ông shipper cute thì mình thằng này hãm bấy nhiêu :) Anh cũng đến chịu em là tdn,Driver Behavior,1,2026-04-24 22:02:55,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0396,TRIP-20260608-02424,FALSE
FB-02425,Be,,"ngày 3/4/2026 đặt xe từ HN về Tủa chùa,4/4/2006 app xếp cho chuyến hn- tuần giáo, rồi định vứt lại tuần giáo hay gì? không biết thông báo cho người ta hay gì? lại còn sai hãng xe, bộ mấy người làm ăn vậy mà coi đc hả. thái độ làm việc kém, kém minh bạch",App Issue,1,2026-02-04 19:47:38,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0206,TRIP-20260608-02425,FALSE
FB-02426,Be Driver,,"Cái be bò này k phải tự nhiên ngta đặt, đúng ngờ u nhu bò, chạy thì dell có bn nó hốc hết, xăng tăng xe hỏng, rủi ro cả ngày 7 8 tiếng k dư được 200, đơn DN boom hoàn về làm báo cáo gmail cũng hơn 1 tuần cũng chả giải quyết, làm ăn toàn ép tx, k có đ đ",Other,1,2026-03-28 19:41:54,Hồ Chí Minh,"Gò Vấp, Hồ Chí Minh",DRV-HCM-0176,TRIP-20260608-02426,FALSE
FB-02427,GreenSM Driver,,cuốc taxi vẫy ko có âm thanh thông báo. có ra thực tế chưa mà tính toán thời gian đến điểm đón??? còn nhiều cái vô lý nhưng làm biếng nói quá.. đội ngũ IT có thấy xấu hổ khi nhận lương không? có hiểu những khó khăn và rủi ro mà tài xế phải đối mặt ko?,Driver Behavior,1,2026-04-07 21:29:33,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0404,TRIP-20260608-02427,FALSE
FB-02428,Be,,Tài xế không đủ tiền ứng thì phát đơn cho họ làm gì để khách phải hủy đặt xe khác. Có tài thì nhận xong chạy vòng vòng. Chả hiểu định nghĩa hàng cồng kềnh bên Be như thế nào cái tủ lạnh mini gọn hơ cũng không chở được kêu đặt Aha thua đàn bà con gái.,Driver Behavior,1,2026-05-04 15:06:55,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0342,TRIP-20260608-02428,FALSE
FB-02429,Be,,"mỗi lần đặt bệnh viện là không bắt được xe, bắt được thì tài xế đứng yên hoặc gọi kêu hủy vì đủ lí do. 1,2 lần còn thông cảm, trong khi ở đây rất nhiều lần, BE nên xem lại cách tuyển lựa tài xế chứ người nhà cần đi viện gấp mà gặp mấy cha này nữa.",Driver Behavior,1,2026-03-10 8:03:09,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0295,TRIP-20260608-02429,FALSE
FB-02430,Grab,,"Làm ăn chộp dựt, vừa đặt món thì phát hiện ra đặt nhầm quán, mới có 1s muốn hủy đặt lại là không cho, bắt t phải đặt món cách nhà t 10km trong khi 500m kế bên có quán mà ko cho đặt lại. BỘ MẮC THU TIỀN KH LẮM HẢ! T xoá chuyển sang Be là vừa rồi.",Payment,1,2026-06-06 17:44:37,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0294,TRIP-20260608-02430,FALSE
FB-02431,GreenSM Driver,,"lỗi nửa tháng nay rồi mà éo sửa . có app thì câm như hến dù đứng ngay cạnh khách . có app thì nổ k kịp đái , quá mất công bằng . đằng sau bọn tao còn gia đình con cái . chúng mày quá ác rồi đấy . sửa lại phát cuốc gần như ban đầu đi lũ ác nhân .",App Issue,1,2026-05-25 23:20:33,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0072,TRIP-20260608-02431,FALSE
FB-02432,GreenSM Driver,,Định vị sai rất đáng kể. Bác tài chạy gần tới chỗ khách rồi mà trên app thể hiện bác tài chưa di chuyển. Bác tài nhận đơn rồi và giao gần tới rồi mà app khách vẫn thể hiện bác tài chưa tới nơi lấy hàng. Làm tôi nghĩ oan cho bác tài không ít lần.,Driver Behavior,1,2026-05-01 12:34:51,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0112,TRIP-20260608-02432,FALSE
FB-02433,Be,,"Chưa hài lòng về vấn đề hoàn tiền sau khi thanh toán bằng VNPAY: tối hôm trước đã 2 lần chuyển tiền thanh toán cho cùng một đơn hàng (đặt 2 lần) và 2 lần đều được thông báo ""đang được hoàn trả"", nhưng đến sáng hôm sau vẫn chưa thấy hoàn trả đâu.",Payment,2,2026-02-05 12:01:20,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0255,TRIP-20260608-02433,FALSE
FB-02434,Grab Driver,,"App tệ hại, quản lý tệ hại, điều hành tệ hại. Chỉ chăm chăm vào lợi nhuận mà càng ngày càng ép buộc ""đối tác"", ""khách hàng""... Có gửi phản ánh thì ghi nhận qua loa cho có hoặc trả lời phản hồi kiểu mèo thương chuột. Chờ ngày bị đóng cửa tại VN.",App Issue,1,2026-06-04 21:28:39,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0412,TRIP-20260608-02434,FALSE
FB-02435,Be Driver,,hôm nay rất là bực mình bởi vì định vị của áp bị lỗi rất vớ vẩn. app định vị địa điểm cách xa điện điểm giao đơn chính xác gần 5 km. thậm chí giao hàng đến địa điểm chính xác còn không thể hoàn thành đơn. cũng không thể nhận được sự hỗ trợ nào.,App Issue,2,2026-02-28 10:51:51,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0388,TRIP-20260608-02435,FALSE
FB-02436,Grab Driver,,"tôi vẫn luôn mong muốn có nhiều cuốc xe để đảm bảo thu nhập hằng ngày cùng grab nhưng kết quả thì không được như ý. bản thân tôi hoạt động cùng grab một ngày 14 tiếng hoặc hơn, nhưng thu nhập thì không bằng tài xế chạy thêm buổi tối, nản luôn.",Driver Behavior,1,2026-05-18 21:28:33,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0132,TRIP-20260608-02436,FALSE
FB-02437,Be,,"nhiều tài xế thái độ khó chịu. quy trình hủy đơn phiền phức, gửi hỗ trợ trên app k giải quyết, gọi tổng đài rất rất nhiều lần mới liên hệ đc. đơn hết món nhà hàng vài xế đổ cho nhau k bấm hủy đơn sợ ảnh hưởng điểm ép khách tự liên hệ hủy đơn.",Driver Behavior,1,2026-05-13 22:18:46,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0306,TRIP-20260608-02437,FALSE
FB-02438,Grab,,"đặt xe, chuyển tiền trễ ổng đòi xét cccd, còn nhìn siêu kĩ nữa, soi kĩ?? Ủa bây giờ tài xế được xét cccd của khách à??? Rồi bank xong đi vô thì ổng la làng chửi kh tiền cũng đặt xe🙂, t nói thật t đặt nhiều lần đầu thấy vậy á, kh quay lại nữa",Driver Behavior,1,2026-05-14 12:01:05,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0365,TRIP-20260608-02438,FALSE
FB-02439,Grab,,"Đặt đơn 11h30 mà 12h25 mới giao trong khi định vị có 5km, chưa kể mưa to, shipper chưa nhận đơn mà muốn hủy cũng không được, ép khách phải chờ đồ ăn trưa tới trong khi chỉ có 1 tiếng nghỉ trưa. Càng ngày càng ép khách lẫn shipper quá đáng.",Delay,1,2026-05-29 12:13:13,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0229,TRIP-20260608-02439,FALSE
FB-02440,Be,,app này không cho hỗ trợ khách hàng hỏi khách hỏi thì lại đưa ra câu hỏi app này không cho khiếu lại tai xế hỗ trợ 24/7 chỉ hỏi thôi không cho khiếu lại của khách hàng gọi lên tổng đài không được app đúng ra cho không không sao thì hay hơn,App Issue,1,2026-04-24 17:33:13,Hồ Chí Minh,"Thủ Đức, Hồ Chí Minh",DRV-HCM-0020,TRIP-20260608-02440,FALSE
FB-02441,Be,,đặt đơn hộ người khác t thanh toán trước rồi có xế nhận đơn rồi ( t bận k có thời gian lúc nào cũng check app đc) mà quay ra lúc sau đơn bị hủy không biết lí do làm người đợi hơn nửa tiếng đồng hồ giữa trời nắng nóng p đặt qua app khác 😡😡😡,Payment,1,2026-04-11 11:19:45,Đà Nẵng,"Hải Châu, Đà Nẵng",DRV-DN-0006,TRIP-20260608-02441,FALSE
FB-02442,Grab,,"Chất lượng dịch vụ bây giờ tệ hơn hẳn so với khoảng 2019 - 2020: hiện nay, tài xế khó chịu ra mặt khi bị nhắc nhở là ghé sai địa chỉ, tiếp tục khó chịu khi bị nhắc đưa nón bảo hiểm, sau đó còn giựt nón lại khi chuyến xe kết thúc. 1/5 sao.",Driver Behavior,1,2026-04-01 13:40:02,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0200,TRIP-20260608-02442,FALSE
FB-02443,Grab,,"vẫn trải nghiệm tệ, 1*. địa chỉ ghi chú rõ, nó tự chỉnh theo ý app rồi tài xế tìm không ra địa chỉ. Tài ăn thêm tiền chạy lạc đường :)) giờ app cắt xén tiền của tài quá hay sao vậy, mà để Tài nó phải ăn thêm tiền ngoài của khách vậy :))))",Driver Behavior,1,2026-03-31 17:51:45,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0143,TRIP-20260608-02443,FALSE
FB-02444,Be,,Cty này hỗ trợ khách hàng rất kém. Hồi mới ra đời tôi ủng hộ hàng Vietnam nhưng khi có khách hàng rồi không hỗ trợ. Phần mềm in hóa đơn cũng NGU lại hay bị lỗi nên rất mất thời gian nên từ nay Công ty tôi xóa app chuyển sang dùng SIM XANH,Payment,1,2026-01-19 7:02:06,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0392,TRIP-20260608-02444,FALSE
FB-02445,Grab,,"đặt đồ ăn tận 30p mà vẫn ko có ship, ko có thời gian tối đa cho khách chờ tìm shipper nếu qua thời gian đó thì đc hủy, còn đằng này bắt chờ quài luôn, *** trung tâm hỗ trợ cx không ra hồn, soạn xong để con AI lặp đi lặp lại là xong ????",Delay,1,2026-06-02 21:34:12,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0001,TRIP-20260608-02445,FALSE
FB-02446,Be Driver,,cập nhật củng đầu tháng mới xin gởi đến be bò 1 sao...lý do tài xế chạy đêm PRO+++ và 5 sao mà hơn 4 tiếng kg nhận được cuốc xe xe nào trời thì mưa gió xem lại cách điều hành đi lũ súc vật kg riêng gì đêm nay mà cả tháng vừa quá đều bị,Driver Behavior,1,2026-06-01 3:02:49,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0074,TRIP-20260608-02446,FALSE
FB-02447,Be,,"Lần nào đặt đồ ăn cũng thấy định vị tự chỉnh vậy, có cách nào tắt không, đặt phía trước cửa mà định vị ra phía sau, lần nào cũng vậy rất phiền luôn á, quên không để ý là y rằng, lần nào cũng nhờ tx chạy đi giao lại dùm riết ngại luôn á",Other,2,2026-04-10 20:11:23,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0104,TRIP-20260608-02447,FALSE
FB-02448,Be,,ngày càng tệ...định vị sai bét...tài xế đơn phương hủy đơn.... -- 16.06.2025 cho **... 30.05.2026 cho (không được) * hạng kim cuong..ngày book cả chục đơn...có cái định vị mà sai bét..đã gởi mail phản hồi...nhưng không thấy cải thiện.,Driver Behavior,1,2026-05-30 12:21:01,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0399,TRIP-20260608-02448,FALSE
FB-02449,Be Driver,,"áp pro+ chạy chuyên ba ngày hôm nay 12 tiếng trôi chảy hơn 300.000, một ngày giaM 4 đến 5 tiếng không nổ một đơn, tôi chưa thấy cái hãng công nghệ nào 4 đến 5 tiếng không nổ một đơn nào mặc dù ở trung tâm, anh em tài mới cân nhắc nhé.",Other,1,2026-04-21 1:46:24,Đà Nẵng,"Thanh Khê, Đà Nẵng",DRV-DN-0333,TRIP-20260608-02449,FALSE
FB-02450,Be,,"App nên công bằng với tài xế vì ko có tài xế thì app cũng dẹp bỏ thôi. Đừng nghĩ tất cả vì khách hàng, ko có tài này có tài khác. Vậy thì ko có app này có app khác. Khách hàng và tài xế có quyền lựa chọn nếu thấy app không minh bạch.",Driver Behavior,1,2026-05-19 16:04:03,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0146,TRIP-20260608-02450,FALSE
FB-02451,Grab,,"tệ. đặt đơn và thanh toán qua Zalopay từ 18h10, tài xế hủy đơn, app tìm tài xế k có nhưg mình vẫn phải ngồi chờ app tìm tài xế dù đã quá thời gian giao đơn. không dám xách xe đi mua luôn vì sợ lỡ đâu đùng cái 20h00 có tài xế giao 😅😅",Driver Behavior,1,2026-04-17 18:52:18,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0285,TRIP-20260608-02451,FALSE
FB-02452,Be,,giao hàng bị mất đồ ngta giao cái máy ảnh cho bạn bè mượn trong đó có thẻ nhớ tới bạn nhận có dấu hiệu bị khui ra và bị lục lọi mất thẻ nhớ trong đó một đống hình ảnh cá nhân của ngta yêu cầu be chấn chỉnh lại thái độ của nhân viên,Payment,1,2026-05-27 20:55:21,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0399,TRIP-20260608-02452,FALSE
FB-02453,Be,,"Tiền thuê giúp việc cho 2 giờ từ 170k lên 280k, điên à mà tăng nhiều v. Lau cơ bản chứ còn chả phải chuyên sâu thêm phụ phí. Tài khoản kim cương mà ko cho nổi cái mã nào giảm giá đi xe máy. App khác đi có 60k mà be nó chơi hẳn 80k.",Payment,1,2026-02-07 11:28:25,Hồ Chí Minh,"Quận 7, Hồ Chí Minh",DRV-HCM-0288,TRIP-20260608-02453,FALSE
FB-02454,Be,,tôi đặt giao hàng siêu rẻ với giá 36.000 nhưng khi nhân viên đến nhận hàng thì tự động nhảy sang giao siêu tốc với giá 80.000 gọi điện cho tổng đài phản ánh thì nhân viên đổ lỗi tại khách hàng. quá thất vọng với cách làm ăn của Bee,App Issue,1,2026-01-31 17:57:54,Hà Nội,"Tây Hồ, Hà Nội",DRV-HN-0151,TRIP-20260608-02454,FALSE
FB-02455,Be,,"làm ăn bát nháo và tính đào lửa à. đặt food bị lỗi vẫn trừ tiền, nhưng méo hoàn tiền hơn 1 ngày rùi. tôi đã gọi yêu cầu nhiều lần toàn đang xữ lý ????. tôi check lich sự giao dịch lại thấy hoàn tiền thành công. ủa alo, đớp rùi hã.",Payment,1,2026-02-13 14:27:21,Hồ Chí Minh,"Quận 1, Hồ Chí Minh",DRV-HCM-0285,TRIP-20260608-02455,FALSE
FB-02456,Be,,"đặt xe bắt trả tiền trước nếu thanh toán bằng QR nhưng chưa được hoàn lại tiền. Đã gửi yêu cầu hỗ trợ nhưng chỉ nhận được vài email trả lời tự động, gọi bên tổng đài hỗ trợ thì bên tổng đài tự động ngắt máy mà chưa nghe tình hình",Payment,1,2026-05-26 12:49:00,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0197,TRIP-20260608-02456,FALSE
FB-02457,Be,,"Khách không doi nón bão hiêm, tai xê Lê Tán Vü nhác nho 3 lân và khách vän không hop tác! Tai xé ding chuyên di vi khách không cháp hanh luat giao thông duong bo cua quóc gia VIÊT NAM! Vây mà vân bênh khách duoc! Nên xem xét lai",Other,1,2026-05-09 1:26:27,Hà Nội,"Hoàn Kiếm, Hà Nội",DRV-HN-0172,TRIP-20260608-02457,FALSE
FB-02458,Be,,"Be ít shipper, rất nhiều lần mình đặt đồ ăn mà bị hủy suốt. Mình chưa từng bùng đơn nào nhé. Chắc do nhà mình xa nên shipper lười đi hoặc mô hình chấm điểm KH của be đếm cả số lần KH hủy đơn do ko có xế nhận. Đói vl, cáu vl =))",Delay,1,2026-02-13 12:35:19,Hà Nội,"Cầu Giấy, Hà Nội",DRV-HN-0196,TRIP-20260608-02458,FALSE
FB-02459,Be,,"Lịch schedule be nên điều chỉnh cách điều hướng xe. Hai cuốc hôm nay mình book schedule tài đều đến sớm 10p trong khi chưa hết giờ tan làm. Xong tài đợi không đc hủy cuốc, mình bị tính giá ship giờ cao điểm dù đã book schedule.",Pricing,1,2026-02-05 17:11:25,Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng",DRV-DN-0204,TRIP-20260608-02459,FALSE
FB-02460,Be,,"Đặt đồ ăn trên app cho phương thức thanh toán quét mã, ck xong trừ tiền r mà không thấy đơn hàng được đặt, gọi hỗ trợ thì lúc nào cũng bận, gởi qua mail thì 3 ngày r không phản hồi, bộ tiền là lá hay sao mà không giải quyết....",Payment,1,2026-02-02 11:01:05,Hà Nội,"Hà Đông, Hà Nội",DRV-HN-0355,TRIP-20260608-02460,FALSE
FB-02461,Be Driver,,"thật sự là chiết cao RẤT CAOOOOO, hy vọng admin đọc được comment này và có chính sách mới tốt hơn giúp các tài xế có nguồn thu nhập cao hơn chút,chứ chiết khấu 40,8% ngày 4/1 nó RẤT CAO mong admin có thể giảm xuống 35% please",Driver Behavior,1,2026-02-05 10:58:08,Hồ Chí Minh,"Bình Thạnh, Hồ Chí Minh",DRV-HCM-0112,TRIP-20260608-02461,FALSE
FB-02462,Be,,Mình xài 3 app xe công nghệ để thuận tiện đặt xe cho bản thân và đặt hộ người thân... Chỉ có mỗi tài xế của Be là nói khách mâ.t da.y trong khi chưa xúc phạm chú câu nào luôn. Không chuyên nghiệp mà còn càm ràm. Tạm biệt Be.,Driver Behavior,1,2026-04-21 1:23:34,Hà Nội,"Đống Đa, Hà Nội",DRV-HN-0065,TRIP-20260608-02462,FALSE
FB-02463,Be Driver,,Tổng đài làm ăn bố láo. Đớp % triết khấu của tài xế thì cao. Khoá tài khoản vô lý. Nếu ai muốn chạy xe công nghệ thì qua TADA với Xanh SM chạy nhé chứ chạy bọn Be này nó không coi tài xế là người đâu. Mong bọn Be sớm phá sản,Driver Behavior,1,2026-01-30 13:18:35,Hồ Chí Minh,"Tân Bình, Hồ Chí Minh",DRV-HCM-0275,TRIP-20260608-02463,FALSE
